key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486161221,Does the real-time ultrasound guidance provide safer venipuncture in implantable venous port implantation?,,Yıldırım İ. and Tütüncü A.Ç. and Bademler S. and Özgür İ. and Demiray M. and Kar,EXCLUDE,MAYBE,USG vs landmark PIVC comparison but unclear if post-insertion outcomes reported,DISAGREE
rayyan-486161222,Intrahepatic administration of liposomal amphotericin b for the management of a Candida albicans liver abscess in a preterm neonate,,Bersani I. and Auriti C. and Ronchetti M.P. and Piersigilli F. and Gennari F. an,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161223,Clinical outcomes of direct oral anticoagulants after lower extremity arterial procedures,,Aurshina A. and Kibrik P. and Eisenberg J. and Alsheekh A. and Hingorani A. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161224,Superficial vein thrombosis,,Evans N.S. and Ratchford E.V.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161225,Bicuspid aortic valve stenosis and the effect of vitamin K2 on calcification using (18)F-sodium fluoride positron emission tomography/magnetic resonan,,Peeters F.E.C.M. and Van Mourik M.J.W. and Meex S.J.R. and Bucerius J. and Schal,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161226,The blind pushing technique for peripherally inserted central catheter placement through brachial vein puncture,,Lee J.M. and Cho Y.K. and Kim H.M. and Song M.G. and Song S.-Y. and Yeon J.W. an,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161227,"A Randomized, Observer-Masked, Controlled, Parallel-Arm, Clinical Trial Comparing Through-the-Needle With Suture-Method Perineural Catheter Designs fo",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161228,"Deep vein thromboses of the thoracic extremities in african black subjects: About 5 cases observed in the cardiology care, education and research unit",,Codjo L. and Mawupe J.M.V. and Hounkponou M. and Adjagba P. and Sonou A. and Veh,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161229,Executive summary: Diagnosis and Treatment of Catheter-Related Bloodstream Infection: Clinical Guidelines of the Spanish Society of Clinical Microbiol,,Chaves F. and Garnacho-Montero J. and del Pozo J.L. and Bouza E. and Capdevila J,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161230,"Our outcomes of ClariVein ablation in one day surgery clinic, Palas Athena",,Julínek S. and Klein D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161231,A Prospective Validation of the 4TS Risk Assessment Model in the Prevention of Venous Thromboembolism in Patients With Plasma Cell Dyscrasias. ROADMAP,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161232,"Superior Venous Access, Midline vs Ultrasound IVs: A Randomized Clinical Trial",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161233,Controlled flow diversion in hybrid venoarterial–venous extracorporeal membrane oxygenation,,Cakici M. and Gumus F. and Ozcinar E. and Baran C. and Bermede O. and Inan M.B. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161234,Interventional radiological managements of portal vein stenosis in pediatric population after living donor liver transplantationS,,Gupta S. and Khandelwal A. and Kapoor A. and Agarwal D. and Khandelwal R. and Ba,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161235,Portal vein thrombosis after donor liver biopsy: Case report,,Bashir S. and Mittal K. and Khisti R. and Yadav A. and Mukund A. and Pamecha V.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486161236,Panton-valentine leukocidin positive methicillin-Susceptible Staphylococcus Aureus: A case report of two pediatric patients with thrombotic complicati,,Ng D.C.E. and Alexis Anand L. and Khiu F.L. and Tan K.K.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486161237,Extended-dwell peripheral intravenous catheters: A novel approach to decreasing central venous catheter utilization,,Zarbiv S. and Manasia A. and Griffiths S. and Maddireddy P. and Bamajboor M. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161238,Endovascular retrieval of ruptured and dislocated vascular catheter,,Chyrchel M. and Gębska M. and Zieliński P. and Dziewierz A. and Chyrchel B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161239,Paraplegia after laparotomy for large bowel obstruction: A case report,,Allencherril R. and Pally A. and Allencherril J. and Joseph L.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486161240,Bigger is not always better when obtaining venous access in hospitalized patients,,Ritter E. and Malik M. and Miller R. and Garber A. and Chopski B. and Meliagros ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161241,Safe peripheral cannulation for minimally invasive cardiac surgery,,Yasumizu D. and Murakami T. and Fujii H. and Sakaguchi M. and Takahashi Y. and N,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161242,Delayed recognition of left atrial injury,,Nagarajan S. and Williams E.E. and Pawale A. and Reddy R.C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161243,One year on: Test your knowledge from the previous year,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161244,Diagnosis of stenosis within the popliteal–femoral venous segment upon clinical presentation with a venous ulcer and subsequent successful treatment w,,Dabbs E. and Sheikh A. and Beckett D. and Whiteley M.S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161245,Disabling outcomes after peripheral vascular catheter insertion in a newborn patient: A case of medical liability?,,Bolcato M. and Russo M. and Donadello D. and Rodriguez D. and Aprile A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161246,Management of chronic venous disease,,McArdle M. and Hernandez-Vila E.A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161247,Sclerotherapy of saphenous vein combined with skin grafting for treatment of venous ulcers,,de Oliveira A.F. and de Oliveira Filho H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161248,Success and safety of emergency department ultrasound-guided midline program,,Colpitts K. and Scheatzle M. and O'Neill J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161249,Prevention of Central Line–Associated Bloodstream Infections,,Bell T. and O'Grady N.P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161250,Imaging in Vascular Access,,Murphy E.A. and Ross R.A. and Jones R.G. and Gandy S.J. and Aristokleous N. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161251,Vasospasms and thromboembolism in neonate,,Habibi M.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161252,Impact of a dedicated nurse led intravenous therapy team on catheter associated blood stream infection rates across a hospital organisation,,Gopal S. and Cooper M. and Nevill A. and Rowlands S. and Golding D. and Karthike,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161253,Tunnelled catheters,,Lunardi A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161254,Galectin-3 predicts symptom development in asymptomatic moderate-severe aortic stenosis; a PRIMID-AS sub-study,,Chan D.C.S. and Singh A. and Ng L.L. and McCann G.P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161255,Increased rate of venous thrombosis may be associated with inpatient dihydroergotamine treatment,,Tso A.R. and Patniyot I.R. and Gelfand A.A. and Goadsby P.J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161256,Intravascular Catheters—An Ultrasound Imaging Based Observational Study of Position and Function,,Hebbard P.D. and Flinn P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161257,Double prepuncture as a valuable adjunctive technique for complex endovenous ablation,,Hao S. and Cox S. and Monahan T.S. and Sarkar R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161258,The malposition of a central venous catheter through a sheath introducer via the left internal jugular vein: A case report,,Lim J.A. and Jee C.H. and Kwak K.-H.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161259,Association of adverse ventricular remodelling and gender in aortic stenosis,,Singh A. and Chan D. and Ng L. and McCann G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161260,Intracardiac versus transesophageal echocardiography for left atrial appendage occlusion with Watchman,,Frangieh A. and Alibegovic J. and Obeid S. and Manka R. and Lüscher T.F. and Bin,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161261,Intraoperative Vascular Access for Liver Transplantation in a Patient with SVC Thrombosis,,Downey P. and Chadha R. and Sobol J.,EXCLUDE,MAYBE,USG vs landmark PIVC with post-insertion data but unclear study design,DISAGREE
rayyan-486161262,Donating blood gone a-MRSA,,Hust K.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161263,"Factors on patency periods of subcutaneous central venous port: Long-term results of 1,408 patients",,Aribas B.K. and Tiken R. and Aribas O. and Uylar T. and Akdulum I. and Turker I.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161264,Ultrasonographic Identification of the Proximal Humerus Landmarks for Intra-Osseous Vascular Access Across Different Body Habitus,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161265,Iatrogenic cardiac tamponade during endovascular aortic and mesenteric stent grafting: A case report,,Haller I. and Lederer W. and Stichlberger M. and Posch L. and Rehwald R. and Fre,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486161266,Embolization of Dural Arteriovenous Fistula of the Cavernous Sinus Through Percutaneous Ultrasound-Guided Puncture of the Facial Vein,,Alexandre A.M. and Visconti E. and Lozupone E. and D'Argento F. and Pedicelli A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161267,Ultrasonographic detection of air in the superior sagittal sinus in a neonate with transposition of the great arteries,,Rivers-Bowerman M.D. and Litz S. and Schmit P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161268,"Vancomycin Administration Through a Novel Midline Catheter: Summary of a 5-Year, 1086-Patient Experience in an Urban Community Hospital",,Caparas J.V. and Hung H.-S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161269,Methodological issues for the determination of mean systemic filling pressure at the end of life,,Berger D. and Moller P. and Bloechlinger S. and Bloch A. and Jakob S. and Takala,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161270,Vascular access in neonates,,Rocha G. and Soares P. and Pissarra S. and Soares H. and Costa S. and Henriques-,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161271,Femorally inserted central venous catheter in patients with superior vena cava obstruction: Choice of the optimal exit site,,Zhang J. and Tang S. and Hu C. and Zhang C. and He L. and Li X. and Xiao J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161272,Superficial vein thrombosis: New perspectives and observations from recent clinical trials,,Cosmi B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161273,"Evaluating safety, efficacy, and cost-effectiveness of picc securement by subcutaneously anchored stabilization device",,Zerla P.A. and Canelli A. and Cerne L. and Caravella G. and Gilardini A. and De ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161274,Effects of tourniquet occlusion and regional fluid loading on the basilic vein as evaluated using Ultrasonography,,Chogyoji Y. and Sago T. and Watanabe S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161275,A case study on the development of an augmented reality ultrasound guidance system,,Ameri G. and Baxter J.S.H. and Bainbridge D. and Peters T.M. and Chen E.C.S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161276,Case Report: Using ultrasound to prevent a broken catheter from migrating to the heart.,,Schraverus P.J. and van Rijswijk S. and Tuinman P.R.,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486161277,Tunnelled peripherally inserted central catherer-how we do them,,Vijaynanthan A. and Nawawi. O. and Abdullah B.J.J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161278,Ultrasound-guided “short” midline catheters for difficult venous access in the emergency department: a retrospective analysis,,Scoppettuolo G. and Pittiruti M. and Pitoni S. and Dolcetti L. and Emoli A. and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161279,Use of midline catheters in a pediatric population: A product evaluation,,Holt D. and Guzzi L. and De Ferrer K. and Stebel M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161280,Nurse-based insertion of PICC-ports,,Pittiruti M. and Muasarò A. and Emoli A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161281,Hospital-acquired Staphylococcus aureus primary bloodstream infection: A comparison of events that do and do not meet the central line–associated bloo,,Kovacs C.S. and Fatica C. and Butler R. and Gordon S.M. and Fraser T.G.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161282,Catheter tip position of chemoport devices in children,,Bhagat M. and Qureshi S. and Kembhavi S. and Vora T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161283,Gamma glutamyl transferase ‘To be or not to be’ a liver function test?,,Dillon J.F. and Miller M.H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161284,Clot in the act,,Sherrill M. and Thélin C.S. and Markwell P. and Balart L.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161285,Ultrasonographic Classification of Subcutaneous Edema Caused by Infusion via Peripheral Intravenous Catheters,,Wang Y.-C. and Wang T.-G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161286,EUS-guided portal pressure gradient measurement with a novel 25-gauge needle device versus standard transjugular approach: a comparison animal study,,Huang J.Y. and Samarasena J.B. and Tsujino T. and Chang K.J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161287,Peripherally inserted central catheters-improving appropriateness with a dedicated and rigorous team-Reply,,Chopra V. and Bernstein S.J. and Flanders S.A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161288,Peripherally Inserted Central Catheters (PICC) Reduce Phlebitis Incidence in Heart Failure Patients Receiving Prolonged Intravenous Inotropic Infusion,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161289,Clinical Predictive Value of Podocan and Wnt Regulatory Molecules in Development of Aortopathy in Bicuspid Aortic Valve Disease,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161290,"Effects of Local Anaesthetic Infusion Rates on Nerve Block Duration. A Randomised, Blinded, Healthy Volunteer Study",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161291,Ultrasonographic Classification of Subcutaneous Edema Caused by Infusion via Peripheral Intravenous Catheter,,Yabunaka K. and Murayama R. and Tanabe H. and Takahashi T. and Oe M. and Oya M. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161292,Interventional Radiology. Equipment and Techniques.,,Scansen B.A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161293,Safety and efficacy of intracardiac versus transesophageal echocardiography for left atrial appendage occlusion with watchman: A comparative single ce,,Frangieh A.H. and Alibegovic J. and Templin C. and Gaemperli O. and Obeid S. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161294,Unconventional cannulation strategy in peripheral ECMO to prevent differential hypoxia,,Bevilacqua F. and Maria Enrica Antoniucci M.E. and De Paulis S. and Zamparelli R,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161295,Balloon angioplasty of long segment of inferior vena cava and bilateral common and external veins,,Bhardwaj R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161296,CT-Guided Superior Vena Cava Puncture: A Solution to Re-Establishing Access in Haemodialysis-Related Central Venous Occlusion Refractory to Convention,,Khalifa M. and Patel N.R. and Moser S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161297,Wireless ultrasound-guided axillary vein cannulation for the implantation of cardiovascular implantable electric devices,,Franco E. and Rodriguez Muñoz D. and Matía R. and Hernandez-Madrid A. and Carbon,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161298,Supraclavicular ultrasound-guided catheterization of the brachiocephalic vein in infants and children: A retrospective analysis,,Klug W. and Triffterer L. and Keplinger M. and Seemann R. and Marhofer P.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161299,Risk factors for infectious and noninfectious complications of totally implantable venous catheters in cancer patients,,Zerati A.E. and Figueredo T.R. and De Moraes R.D. and Da Cruz A.M. and Da Motta-,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161300,Successful retrieval of a long-lasting temporary inferior vena cava filter,,Couturier M. and Annweiler T. and Bertoletti L. and Barral F.-G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161301,Prospective evaluation of ultrasound-guided short catheter placement in internal jugular veins of difficult venous access patients,,Kiefer D. and Keller S.M. and Weekes A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161302,"Advanced intravenous access: Technique choices, pain scores, and failure rates in a local registry",,Witting M.D. and Moayedi S. and Yang Z. and Mack C.B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161303,Turbulent kinetic energy measurement using phase contrast MRI for estimating the PostStenotic pressure drop: In vitro validation and clinical applicat,,Ha H. and Kim G.B. and Kweon J. and Huh H.K. and Lee S.J. and Koo H.J. and Kang ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161304,Efficacy of antibiotics for catheter-related bloodstream infection in elderly patients on hemodialysis,,He X. and Yang J. and Zhang Y. and Jia J. and Liu X. and Qiao Y. and Wang H. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161305,Transapical Cannulation Through a Transcatheter Aortic Valve Implantation Valve: A Novel Approach for Cardiogenic Collapse,,Tremblay L.P. and Cote C. and Pelletier M.P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161306,Case Scenario: Perioperative Management of a Young Woman with Fontan Repair for Major Gynecologic Surgery,,Dell'Anna A.M. and Grieco D.L. and Russo A. and Marana E. and Antonelli M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161307,"Successful use of the ""peripheral IJ""",,Butterfield M. and Limsuwat C. and Haynes J. and Kheir F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161308,Comparison of two ultrasound guided approaches for axillary vein catheterization: A randomized controlled non-inferiority trial,,Buzançais G. and Roger C. and Bastide S. and Jeannes P. and Lefrant J.Y. and Mul,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161309,Post-stenotic recirculating flow may cause hemodynamic perforator infarction,,Kim B.J. and Ha H. and Huh H.K. and Kim G.B. and Kim J.S. and Kim N. and Lee S.-,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161310,The Incidence of Peripheral Catheter-Related Thrombosis in Surgical Patients,,Leung A. and Heal C. and Banks J. and Abraham B. and Capati G. and Pretorius C.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161311,Release of growth-differentiation factor 15 and associations with cardiac function in adult patients with congenital heart disease,,Eindhoven J.A. and Van Den Bosch A.E. and Oemrawsingh R.M. and Baggen V.J. and K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161312,A case of lemierre syndrome manifests with persistent fever and neck stiffness following acute oropharyngeal infection,,Lee Y. and Hong Y.S. and Kim S.S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161313,Coexisting pulmonary haemorrhage and venous thrombosis: A tricky but novel case,,Fielding A. and Pecheva M. and Farghal A. and Phillips R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161314,"Percutaneous device closure of atrial septal defect with totally transthoracic echocardiography guide, without x-ray machine",,Cao H. and Chen Q. and Zhang G.-C. and Chen L.-W. and Qiu Z.-H. and Lu H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161315,Pelvic congestion syndrome masquerading as osteoarthritis of the hip,,Dos Santos S.J. and Whiteley M.S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161316,Mechanical thrombectomy with 'ADAPT' technique by transcervical access in acute ischemic stroke,,Castaño C. and Remollo S. and García M.R. and Hidalgo C. and Hernández-Perez M. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161317,A case of primary pulmonary vein stenosis with pulmonary hypertension crisis,,Gupta A. and Tamakuwala K. and Panchani N. and Rawal J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161318,Real-time Ultrasound-guided Axillary and Jugular Vein Catheterization: A Prospective Comparison in Mechanically Ventilated Critically Ill Patients. A ,,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161319,Association between serum total antioxidant status and flow-mediated dilation in patients with systemic lupus erythematosus: An observational study,,Sincer İ. and Kurtoğlu E. and Çoşkun F.Y. and Aktürk S. and Vuruşkan E. and Düze,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161320,Using ultrasound-guided peripheral catheterization of the internal jugular vein in patients with difficult peripheral access,,Butterfield M. and Abdelghani R. and Mohamad M. and Limsuwat C. and Kheir F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161321,Contrast extravasation prevalence in emergency department patients with ultrasound-guided peripheral intravenous catheters,,Rupp J.D. and Ferre R.M. and Boyd J.S. and Turer R.W. and Self W.H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161322,Infiltration rates are similar in ultrasound-guided and traditionally placed peripheral IVs inadmitted emergency department patients with difficult IV,,Saltarelli N.A. and VanHouten J. and Boyd J. and Rupp J. and Ferre R.M.,INCLUDE,EXCLUDE,No ultrasound guidance mentioned,DISAGREE
rayyan-486161323,Nailing the first poke: A systematic review and meta-analysis of randomized controlled trials of peripheral intravenous catheterization interventions,,Parker S.I.A. and Benzies K.M. and Hayden K.A. and Lang E.S.,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486161324,"Benefits of setting up a protocol for the use of central venous catheter peripheral insertion (PICC), model mono-lumen PowerPICC, guided by ultrasound",,Silva N.A. and Souza F.J. and Araújo J.R.C. and Matarezzi E.S.S.T. and Silva S.A,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161325,Use of ultrasound in peripheral venous catheterization in adult emergency and critical care units,,Khan M.S. and Sabnis V.B. and Phansalkar D.S. and Prasad S.P. and Karnam A.H.F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161326,"Quality of Life, Pain Perception, and Distress Correlated to Ultrasound-Guided Peripherally Inserted Central Venous Catheters in Palliative Care Patie",,Bortolussi R. and Zotti P. and Conte M. and Marson R. and Polesel J. and Colussi,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161327,Benefits of obtaining an “Ideal” intravenous access for CCTA. Advantages of use ultrasound to guide difficult cases in the routine clinical setting,,Sierra-Galan L. and Guerrero-Hernandez M. and Olivier-Barbosa M.A. and Soto-Lope,EXCLUDE,EXCLUDE,Not about PIVC,AGREE
rayyan-486161328,Diagnosis and management of hemorrhagic complications of interventional radiology procedures,,Lessne M.L. and Holly B. and Huang S.Y. and Kim C.Y.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161329,PICC and Midline Related Complications: A Multicenter Observational Study,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161330,"Randomized, Controlled Study of Ultrasound-Guided Peripheral Venous Access Using AccuCath Versus Ultrasound-Guided Conventional Intravenous Catheter i",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161331,Venous access in children: State of the art,,Jöhr M. and Berger T.M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161332,"Real-time, ultrasound-guided infraclavicular axillary vein cannulation for renal replacement therapy in the critical care unit-A prospective intervent",,Czarnik T. and Gawda R. and Nowotarski J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161333,Editor's choice - Management of chronic venous disease: Clinical practice guidelines of the European Society for Vascular Surgery (ESVS),,Wittens C. and Davies A.H. and Bækgaard N. and Broholm R. and Cavezzi A. and Cha,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161334,Incidence of and risk factors for long term central venous catheter releated thrombosis in oncological patients: A prospective survey,,De Antoniis F. and Pelagatti C. and Basorano P. and Savino A. and Spinelli A. an,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161335,An unexpected cause of orthostatic hypotension,,Negrea C. and Tirziu C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161336,Causes analysis and preventive nursing of PICC-related mechanical phlebitis,,Zheng X. and Yuan X. and Shen Q.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161337,"The Safety and Efficacy of an Extravascular, Water-Soluble Sealant for Venous Access-Site Closure",,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161338,A novel minimally invasive percutaneous nephrolithotomy technique: Safety and efficacy report,,Hu G. and Guo Z. and Liu H. and Luo M. and Liu M. and Lai P. and Zhang H. and Yu,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161339,Partnering with the vascular access team to increase the number of therapeutic plasma exchanges completed using peripheral intravenous access,,Cole N.M. and Rifkin S.I. and Moore J. and Taylor G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161340,Healthcare-associated infective endocarditis of the pulmonary valve,,Laursen M.L. and Gill S. and Moller J.E. and Gustavsen P.H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161341,Predictive Role of Matrix Metalloproteinases for the Outcome of Surgical Revascularization in Patients With Critical Limb Ischemia,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
